rank,rank_change,brand_name,goods_name,price,image_url,카테고리 이름,store,ranking_type
137.0,1,daiso,올리브팜 에센셜 마스크팩 알로에,500,https://cdn.daisomall.co.kr/file/PD/20231213/nh5G1pw3dK1m8ME5vc6M1004148_00_00nh5G1pw3dK1m8ME5vc6M.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
138.0,1,VT,VT 시카 카밍 크림 50 ml,5000,https://cdn.daisomall.co.kr/file/PD/20250929/Hmj0AdKWK1xzJkD9sMB21049274_00_01Hmj0AdKWK1xzJkD9sMB2.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
139.0,1,VT,VT 리들샷 페이셜 레디언스 글루타치온 에센스 2ml*6개입,3000,https://cdn.daisomall.co.kr/file/PD/20250929/KsNuHoj2yHg2kDfPHPxz1056649_00_01KsNuHoj2yHg2kDfPHPxz.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
140.0,2,본셉 스킨케어,본셉 레티놀 500 IU 크림 50 ml,5000,https://cdn.daisomall.co.kr/file/PD/20251216/q9d9nWMpZtMefnXCSLkm1055169_00_00q9d9nWMpZtMefnXCSLkm.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
143.0,2,더마블록,더마블록 데일리 선크림 35 ml (by 셀퓨전씨),5000,https://cdn.daisomall.co.kr/file/PD/20240510/gyD5sPof4Ys8oP1IDWHp1055362_00_00gyD5sPof4Ys8oP1IDWHp.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
144.0,0,daiso,오릭스 모이스처 립밤 4.8 g 무향,1000,https://cdn.daisomall.co.kr/file/PD/20240812/Ad4lamCavuIwVj7IlzCW1035214_00_00Ad4lamCavuIwVj7IlzCW.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
146.0,-2,daiso,알로에 캡슐팩,500,https://cdn.daisomall.co.kr/file/PD/20231227/U2JXntYpdrzUXOCTW4Du1034518_00_00U2JXntYpdrzUXOCTW4Du.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
152.0,-1,메디필,메디필 엑스트라 슈퍼 9 플러스 2.0 피지 클리너 50 ml,3000,https://cdn.daisomall.co.kr/file/PD/20251202/NUUuYc7qzsdoTBVfx9UT1053490_00_00NUUuYc7qzsdoTBVfx9UT.jpg/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
153.0,2,메디필,메디필 엑스트라 슈퍼 9 플러스 아크네 클렌징 폼 100 ml,3000,https://cdn.daisomall.co.kr/file/PD/20251202/1mjpgiOTWenoGikEKnWR1053481_00_001mjpgiOTWenoGikEKnWR.jpg/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
156.0,1,애경 바세린,바세린 모이스처라이징 클렌징 밀크 140 ml,5000,https://cdn.daisomall.co.kr/file/PD/20250311/QGjtoQh4Tv8bUcOEAchc1060211_00_01QGjtoQh4Tv8bUcOEAchc.jpg/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
157.0,-2,클리덤,클리덤 리포좀 비타민C 캡슐잡티크림 55 ml,5000,https://cdn.daisomall.co.kr/file/PD/20251205/6yxxYklOEqrkfhPkdQXB1068721_00_006yxxYklOEqrkfhPkdQXB.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
160.0,2,셀더마 데일리,셀더마데일리 트랜스포밍 비타토닝 마스크 28g,2000,https://cdn.daisomall.co.kr/file/PD/20250429/UBppEGwt68dKdG9napeF1059833_00_01UBppEGwt68dKdG9napeF.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
161.0,-2,본셉 스킨케어,본셉 레티놀 아이 크림 25 ml,3000,https://cdn.daisomall.co.kr/file/PD/20251216/WDWpO8PGIXVy4Iuc74nd1055165_00_00WDWpO8PGIXVy4Iuc74nd.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
167.0,0,클리덤,클리덤 리포좀 비타민C 톤미스트세럼 100 ml,5000,https://cdn.daisomall.co.kr/file/PD/20251205/sRclKzcWUkMac1J4VpuZ1068719_00_00sRclKzcWUkMac1J4VpuZ.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
172.0,-2,daiso,석류 콜라겐 캡슐팩,500,https://cdn.daisomall.co.kr/file/PD/20240122/FDPRTdY0SwVgABKLoRQ41050069_00_00FDPRTdY0SwVgABKLoRQ4.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
173.0,2,에이솔루션,에이솔루션 어성초 칼라민 진정콕 스팟 10 ml,3000,https://cdn.daisomall.co.kr/file/PD/20251128/yyVrsNuBgLTOztuOFsyH1057355_00_00yyVrsNuBgLTOztuOFsyH.png/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
175.0,-1,메디필,메디필 멜라논엑스 기미앰플마스크 1매,1000,https://cdn.daisomall.co.kr/file/PD/20260203/tbCczPmpHHODTyqME5tC1075905_00_01tbCczPmpHHODTyqME5tC.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
178.0,-2,메디필,메디필 엑스트라 슈퍼 9 플러스 블랙헤드 아웃 코팩 1세트,1000,https://cdn.daisomall.co.kr/file/PD/20251202/35lyP2usDe1c6rjYYssG1053498_00_0035lyP2usDe1c6rjYYssG.jpg/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
183.0,1,미모 바이 마몽드,[화잘먹앰플] 미모 바이 마몽드 로지-히알론 수분 앰플 50 ml (아모레퍼시픽),5000,https://cdn.daisomall.co.kr/file/PD/20251210/idRDrpmUAUYGbIpiZAnV1059091_00_00idRDrpmUAUYGbIpiZAnV.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
188.0,2,큐어레스트,큐어레스트 수분진정 버블에센스토너 95 ml,5000,https://cdn.daisomall.co.kr/file/PD/20250923/Yja8v46yIT2qgX97PZVf1072455_00_01Yja8v46yIT2qgX97PZVf.png/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
189.0,-1,daiso,허니 캡슐팩,500,https://cdn.daisomall.co.kr/file/PD/20240122/jKsp9qvz270We98UWz9d1050070_00_00jKsp9qvz270We98UWz9d.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
197.0,1,어퓨_더퓨어,어퓨 더퓨어 후시디움 레드 스팟 세럼 8 ml,3000,https://cdn.daisomall.co.kr/file/PD/20251128/GSGaDbMQyso7rBbid9v51070663_00_00GSGaDbMQyso7rBbid9v5.png/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
201.0,-2,daiso,에센셜 마스크시트 팩 (오이),500,https://cdn.daisomall.co.kr/file/PD/20231127/2VEepNNIrpMJJdvJvI6L1004147_00_002VEepNNIrpMJJdvJvI6L.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
204.0,-2,줌 바이 정샘물,줌 바이 정샘물 톤프렙 부스터 30 ml,5000,https://cdn.daisomall.co.kr/file/PD/20260105/EAcFQcWZHZ2AYyDdaeoa1072792_00_00EAcFQcWZHZ2AYyDdaeoa.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
209.0,-1,파티온,파티온 노스카나인 퍼스트스텝 흔적수분크림 50 ml,5000,https://cdn.daisomall.co.kr/file/PD/20251202/Z4x0YVngpXzIHb3A6NwD1071644_00_00Z4x0YVngpXzIHb3A6NwD.png/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
210.0,-1,닥터오라클,닥터오라클 큐어소나 리커버링 릴렉싱 크림 60 ml,5000,https://cdn.daisomall.co.kr/file/PD/20260122/1R5inRSM7HQdYw0QGIIT1051751_00_001R5inRSM7HQdYw0QGIIT.png/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
216.0,2,본셉 스킨케어,본셉 비타씨 젤리 마스크 1매 23 g,1000,https://cdn.daisomall.co.kr/file/PD/20251216/ZRf7Iq7VTPUseTWDgKu21061922_00_00ZRf7Iq7VTPUseTWDgKu2.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
231.0,0,에이솔루션,에이솔루션 어성초칼라민 진정콕스팟 10 ml X꽃카,3000,https://cdn.daisomall.co.kr/file/PD/20251202/IMTOSg2USNrqyMtB99tV1072622_00_00IMTOSg2USNrqyMtB99tV.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
232.0,0,메디필,메디필 비건 비타민 콜라겐 브라이트닝 마스크 30 ml,1000,https://cdn.daisomall.co.kr/file/PD/20251202/1kb3b5yc7LIt4ewFdyOZ1053506_00_001kb3b5yc7LIt4ewFdyOZ.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
236.0,2,제이엠솔루션,제이엠솔루션 릴리프 핏 어성초 마스크팩 ,1000,https://cdn.daisomall.co.kr/file/PD/20251002/kDdsqNVzcLcwe8kiAV511041679_00_00kDdsqNVzcLcwe8kiAV51.png/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
239.0,2,닥터오라클,닥터오라클 큐어소나 래디언스 글로우 앰플 40 ml,5000,https://cdn.daisomall.co.kr/file/PD/20260122/WnjyUW11HhYu5FV68AIl1051749_00_00WnjyUW11HhYu5FV68AIl.png/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
244.0,-2,셀더마 데일리,셀더마데일리 V핏 마스크 13 g,2000,https://cdn.daisomall.co.kr/file/PD/20240327/bxLMt7fenDLZooZ83Rud1042631_00_00bxLMt7fenDLZooZ83Rud.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
245.0,2,닥터오라클,닥터오라클 큐어소나 리쥬코드 롤러앰플 30ml,5000,https://cdn.daisomall.co.kr/file/PD/20250331/umjUv5Wx0YymaayxPJGK1064417_00_01umjUv5Wx0YymaayxPJGK.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
246.0,-2,daiso,약산성 ph클렌징폼 150ml,2000,https://cdn.daisomall.co.kr/file/PD/20251231/F6somWgwKK2QedWySuxa1035081_00_00F6somWgwKK2QedWySuxa.jpg/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
251.0,-1,비알티씨,BRTC 스킨 랩 퓨리파잉 클렌징 오일 100 ml,5000,https://cdn.daisomall.co.kr/file/PD/20240226/1XsEg25kgvetjWRCChuz1051352_00_011XsEg25kgvetjWRCChuz.jpg/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
260.0,1,셀더마 데일리,셀더마데일리 콜라겐 퍼밍 크림 랩핑 마스크 1매,2000,https://cdn.daisomall.co.kr/file/PD/20260205/J0bCl4XMJGDd0IuKIAgY1075858_00_01J0bCl4XMJGDd0IuKIAgY.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
262.0,0,VT,VT 시카 카밍 마스크팩 4매입,3000,https://cdn.daisomall.co.kr/file/PD/20250929/Sr2FPlYnDUAQuOprFg691049301_00_01Sr2FPlYnDUAQuOprFg69.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
267.0,1,메디필,메디필 물톡스 광채 보습 패드 2.0 리필 (150ml/70매),5000,https://cdn.daisomall.co.kr/file/PD/20251215/heReYWpYLmnWLUbh8Ylx1075288_00_00heReYWpYLmnWLUbh8Ylx.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
268.0,2,큐어레스트,큐어레스트 글루타티온 브라이트닝 크림 20 g,1000,https://cdn.daisomall.co.kr/file/PD/20260130/l2GauVjtTk5hAeeQp8LJ1076123_00_00l2GauVjtTk5hAeeQp8LJ.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
275.0,-1,메디필,메디필 엑스트라 슈퍼 9 플러스 피지 클리너 코 시트 30매입,2000,https://cdn.daisomall.co.kr/file/PD/20251202/6cyfpLZ9VW9oHLTBPnEy1053494_00_006cyfpLZ9VW9oHLTBPnEy.jpg/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
276.0,0,더랩 바이 블랑두,더랩 바이 블랑두 클리어 히알 물광 토너 150 ml,5000,https://cdn.daisomall.co.kr/file/PD/20251231/6f73pzEcBILOiijmp5tO1060643_00_006f73pzEcBILOiijmp5tO.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
278.0,0,미모 바이 마몽드,[수분결광크림] 미모 바이 마몽드 로지-히알론 수분 크림 60 ml (아모레퍼시픽),5000,https://cdn.daisomall.co.kr/file/PD/20251210/EiMY4h0XobAKPYZVHxAT1059093_00_00EiMY4h0XobAKPYZVHxAT.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
283.0,-2,태그,태그 듀이멜팅밤(2호_로즈티),5000,https://cdn.daisomall.co.kr/file/PD/20250919/iT5VKIpmpnX3Tlt952ZQ1067392_00_01iT5VKIpmpnX3Tlt952ZQ.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
284.0,2,클리덤,클리덤 저분자 콜라겐 아이 마사지 앰플 15 ml (종근당건강),5000,https://cdn.daisomall.co.kr/file/PD/20251205/t05AGlmbC1VZLRlot3iQ1060542_00_00t05AGlmbC1VZLRlot3iQ.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
292.0,2,VT,VT 프로 시카 리들샷 S50 페이셜 부스팅 퍼스트 앰플 2ml*6개입,3000,https://cdn.daisomall.co.kr/file/PD/20250929/iWvDMO62VosCbWMEgySi1056646_00_01iWvDMO62VosCbWMEgySi.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
304.0,-1,그로우어스,그로우어스 롱래스팅 클리어 앤 틴팅 2IN1 래쉬세럼,5000,https://cdn.daisomall.co.kr/file/PD/20250417/EpU35rZfDPqmhkGvkCBS1062738_00_04EpU35rZfDPqmhkGvkCBS.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
305.0,-1,더마블록,더마블록 마일드 선스틱 16 g (by 셀퓨전씨),5000,https://cdn.daisomall.co.kr/file/PD/20240510/wTSEmHZQH0IdkA4Xfwv31055374_00_00wTSEmHZQH0IdkA4Xfwv3.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
306.0,2,큐어레스트,큐어레스트 세라마이드 모이스처라이징 크림 20 g,1000,https://cdn.daisomall.co.kr/file/PD/20260130/lZMtvfP2s8EQfJDAL6vn1076124_00_00lZMtvfP2s8EQfJDAL6vn.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
307.0,-2,클리덤,클리덤 리포좀 비타민C 잡티속광마스크 1매 31 g,2000,https://cdn.daisomall.co.kr/file/PD/20251205/hf8FsDT7IcbWeY5br4AC1068724_00_00hf8FsDT7IcbWeY5br4AC.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
311.0,1,드롭비,드롭비 모공 촘촘 앰플 40ml,1000,https://cdn.daisomall.co.kr/file/PD/20240327/uf04Bhg33y7AMAqTtXP01004450_00_00uf04Bhg33y7AMAqTtXP0.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
313.0,0,daiso,원스텝필링패드,5000,https://cdn.daisomall.co.kr/file/PD/20251002/AIZsDDRsQMOQdnOqmJso1048571_00_00AIZsDDRsQMOQdnOqmJso.png/dims/resize/1280/quality/90/format/avif/optimize,클렌징,다이소,3월 베스트 랭킹
315.0,-2,메디필,메디필 멜라논엑스 기미앰플 30 ml,500,https://cdn.daisomall.co.kr/file/PD/20240415/EtqEQIeMjD2dL9zzuXgW1007362_00_00EtqEQIeMjD2dL9zzuXgW.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
316.0,0,더마블록,더마블록 톤업 선크림 35 ml (by 셀퓨전씨),5000,https://cdn.daisomall.co.kr/file/PD/20251202/XFmgM6MbXAXNlKW1kFwu1068857_00_00XFmgM6MbXAXNlKW1kFwu.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
321.0,-2,메디필,메디필 비타민 멜라 토닝 랩핑 마스크 4 ml 4개입,5000,https://cdn.daisomall.co.kr/file/PD/20240510/8nj1aFNNe97DJ6mGJpSl1055364_00_008nj1aFNNe97DJ6mGJpSl.jpg/dims/resize/1280/quality/90/format/avif/optimize,마스크팩,다이소,3월 베스트 랭킹
325.0,-1,큐어레스트,큐어레스트 레드시카 카밍크림 20 g,3000,https://cdn.daisomall.co.kr/file/PD/20251202/MVUvGbsYacPYER3T3kQO1060488_00_00MVUvGbsYacPYER3T3kQO.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
326.0,0,도브,도브 뷰티 크림바 90 g,1000,https://cdn.daisomall.co.kr/file/PD/20260130/w9NGAxYKEzdnvqmJPLR11076122_00_00w9NGAxYKEzdnvqmJPLR1.jpg/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
327.0,1,바세린,바세린 오리지널 프로텍팅 젤리 50 ml,1500,https://cdn.daisomall.co.kr/file/PD/20251121/fBp4h1BfnDeGL9EAJtbw1063229_00_00fBp4h1BfnDeGL9EAJtbw.png/dims/resize/1280/quality/90/format/avif/optimize,스킨케어,다이소,3월 베스트 랭킹
